Lyrics,Mood
"Ho molte cose da fare
E non si può fermare il motore che va
Voglio cambiare le cose, voglio cambiare le cose
Ma sento che c'è
Qualcosa che non mi fa nuotare bene
Avrei bisogno di pace
Magari senza tutti i problemi che ho
Lo so mi rendono viva, lo so che mi rendono viva
Ma sento che c'è
Qualcosa che non mi fa lottare bene

Vorrei uno specchio per vedere la mia anima
Vorrei sapere che colore ha

Lo so che il mare non è così gentile
Ma io non posso fare a meno di toccarlo
Lo so che il cielo non è così vicino, ma
Io non posso fare a meno di sognarlo

Non è questione di tempo
Stavolta non mi salva una frase così
È solo il tempo che passa, è proprio il tempo che passa
A rendere più
Difficili certe piccole distanze

Vorrei uno specchio per vedere la mia anima
Vorrei sapere che colore ha

Lo so che il mare non è così gentile
Ma io non posso fare a meno di toccarlo
Lo so che il cielo non è così vicino, ma
Io non posso fare a meno di sognarlo
Lo so che il gioco non è così pulito
Ma io non posso fare a meno di provarlo
Lo so che il giro non è così sicuro, ma
Io non posso fare a meno di rifarlo",Sad
"Lo puoi sentire ancora
È il tuo pensiero che ti sfiora
Decidi adesso sulla porta
Se rimanere viva o morta
Ci sono scene da rifare
E due secondi per pensare
Modificare la realtà

Vorrei capire che cos'è che ancora non mi basta
Ho avuto il mondo e un po' di più
E ancora non mi basta
In fondo al mare in fondo a me
E ancora non mi basta

La puoi sentire ancora
È la tua mano che ti sfiora
Quello che scegli non si cambia
Da adesso indietro non si torna quasi più
Là fuori è tutta un'altra cosa
Da quello che credevi e poi
Ci sono posti da lasciare
E solo a tratti ricordare
Moltiplicare la realtà
E ancora

Vorrei capire che cos'è che ancora non mi basta
Ho avuto il mondo e un po' di più
E ancora non mi basta
In fondo al mare in fondo a me
E ancora non mi basta
Vorrei sapere cosa c'è
Che ancora non mi basta

Ci sono scene da rifare e due secondi per pensare
Ci sono posti da lasciare e solo a tratti ricordare
Ci sono sbagli da tenere vicino agli occhi per capire
Ancora notti da suonare e poche ore per dormire
Ci sono frasi da non dire e poche donne da sposare
Ci sono rime da baciare e ancora non mi basta",Happy
"Hanno la voce profonda di chi non ha bisogno di altro
Hanno gli sguardi lunghi, hanno gli sguardi lunghi
Come di chi ha capito
Come di chi ha provato
Come di chi ha lasciato
Chi non ha capito

Le puoi trovare felici
E sulle spalle portare un dolore
Libere da ogni male, libere da ogni male
E finalmente libere di amare
Lo stesso loro corpo
Senza violenza
Né differenza

Ahi. ahi. ahi
E che sgomento nel petto vederle ballare
Ahi. ahi. ahi
Perché non hanno bisogno di un vincitore
Ahi. ahi. ahi
Uno di quelli che il popolo ha eletto per bene
Ahi. ahi. ahi
Perché ha versato più sangue di noi

Sono un po' madre e un po' padre
E tutto questo sta dentro una mano
E sono mogli e mariti senza più mogli né più mariti
Sono le querce del bosco
E hanno lacrime da gridare
E tra i capelli alle volte
Hanno un ombra, un'ombra di rancore

Ahi. ahi. ahi
E che sgomento nel petto vederle ballare
Ahi. ahi. ahi
Perché non hanno bisogno di un vincitore
Ahi. ahi. ahi
Uno di quelli che il popolo ha eletto per bene
Ahi. ahi. ahi
Perché ha versato più sangue di noi",Happy
"Frasi che non so trovare
Come dire gente che non so lasciare
Dolci amare
Come respirare 
L'aria di una galleria
Falsi movimenti
Falsi complimenti.spenti
Detti sottovoce
Piano, piano
Guarda la mia mano

L'alba, l'alba verrà
L'alba ci prenderà
Fuori, fuori di già
L'alba, l'alba verrà

Cielo che non so toccare
Come dire terra che non so lasciare
Dire.fare
Vivo e non mi basta
Questo nome che mi porto
Cambio direzione
Cambio posizione
Strade cancellate
Tempo, tempo
Senti questo vento

L'alba, l'alba verrà
L'alba ci prenderà
Fuori, fuori di già
L'alba, l'alba verrà",Sad
"Suonerò i tuoi capelli
Come corde di arpa
Userò la tua pelle
Come grandi tamburi
Berrò tutto il tuo sangue
Per averti nel cuore per averti vicino
E mai più qui con me
Prenderò le tue mani
Per avere più pace
Userò le tue gambe
Per andare lontano
Dove la tua presenza non mi possa trovare
Per averti vicino
E mai più qui con me

Prendimi la vita
Prendimi la vita
Prendimi la vita

Taglierò i miei capelli
Per avere più tempo
Tatuerò la mia pelle
Della mia impurità
Taglierò le mie vene
Come tante fontane
Per averti vicino
E mai più qui con me

Prendimi la vita
Prendimi la vita
Prendimi la vita
Prendimi la vita

Taglierò le mie vene
Come tante fontane
Per averti vicino
E mai più qui con me

Prendimi la vita
Prendimi la vita
Prendimi la vita
Prendimi la vita
Prendimi la vita
Prendimi la vita",Happy
"Come fare a raccontare il motivo la ragione
Come fare a ricordare le giornate con il sole
La ragazza non ha tempo
Non ha voglia di giocare
Ora che di luce non ce n'è

Dentro questa notte ho scelto me
Per cambiare il corso del mio fiume
Dove non c'è
Dove non c'è più la paura
Dentro questa notte vivo per me

La ragazza si è levata i vestiti da bambina
Prova a immaginare cosa c'è fuori
La ragazza si è seduta con il suo bicchiere in mano
Prova a disegnare ancora un po'

Dentro questa notte ho scelto me
Per cambiare il corso del mio fiume
Dove non c'è
Dove non c'è più la paura
Dentro questa notte vivo per me

Dentro questa notte ho scelto me
Per cambiare il corso del mio fiume
Dove non c'è
Dove non c'è più la paura
Dentro questa notte vivo per me

Dove non c'è
Dove non c'è più la paura
Dentro questa notte vivo per me

(Lalalala lalalala) x4",Happy
"La verità è che non ho più voglia di restare qua, di restare qua
Con la realtà che mi distrugge e mi costringe a una mediocrità che non vorrei
E poi
Mi calmerò 
M'involerò
Mi muoverò come un drago
Risplenderò
Poi mostrerò
Quello che ho al sole

Aspetto che passi la notte che mi fa paura
Aspetto che ritorni il vento e mi sollevi ancora

La verità è che non ho bisogno di sapere prima quello che sarà
La mentalità senza valide opinioni non cattura mai non ti salva mai
Sentimenti che si inseguono e la voglia di cambiare
Posizione, la mia condizione
E poi
Mi calmerò 
M'involerò
Mi muoverò come un drago
Risplenderò
Poi mostrerò
Quello che ho al sole

Aspetto che passi la notte che mi fa paura
Aspetto che ritorni il vento e mi sollevi ancora",Sad
"(Musica: Marcelli/Destefano Testo: Destefano)

Incontrarsi e capire
Di guardarsi in un modo anomalo
Annusarsi e scoprire
Di piacersi in modo quasi inedito

Abbracciarsi senza tempo
E dimenticarsi di dover andare via

Ma come mai/resto qui/a chiudere i miei occhi ancora

MA SONO PROPRIO IO E MI RICORDO BENE
LE TUE PAROLE DA SPALMARE PIANO SU DI ME
SONO STATA IO A CHIUDERE LA PORTA
A NON VOLER AMMETTERE
IL PESO DELLA MIA LIBERTA'

Incrociarsi per errore
E far finta di non riconoscersi

Ma come mai/sono qui/a vivere nel buio ancora 

MA SONO PROPRIO IO E MI RICORDO BENE
LE TUE PAROLE DA SPALMARE PIANO SU DI ME
SONO STATA IO A CHIUDERE LA PORTA
A NON VOLER SENTIRE TUTTO IL VENTO CHE C'E'
MA IL VENTO E' COSI' FORTE CHE SBATTE LE FINESTRE 
E RIESCE AD ARRIVARE ANCHE DOVE NON VORREI 
MA SONO STATA IO A SPEGNERE LA LUCE
A NON VOLER AMMETTERE
IL PESO DELLA MIA LIBERTA'",Sad
"(Musica: Marcelli/Destefano Testo: Destefano)

A volte basta un movimento/per intuire il cambiamento
Giustificare un sentimento

Cosa è stato/ti sei dimenticato
Come mai

RIT.
IO STO SCIVOLANDO/STO CADENDO GIU'
GUARDO NEI TUOI OCCHI E NON MI VEDO QUASI PIU'
VIENI PIU VICINO/SPARA DRITTO SU DI ME
GUARDO NEI TUOI OCCHI MA NON VEDO NIENTE

Bastava un piccolo avvertimento/per evitare il fallimento
All'improvviso arriva il vento/per cancellare il sentimento

Cosa è stato/cosa ti è capitato
Come mai…come mai?

IO STO SCIVOLANDO/(ADESSO) STO CADENDO GIU'
GUARDO NEI TUOI OCCHI E NON MI VEDO QUASI PIU'
VIENI PIU VICINO/SPARA DRITTO SU DI ME
GUARDO NEI TUOI OCCHI MA NON VEDO NIENTE

Spara dritto su di me/adesso io non voglio sapere/tu devi solo sparare",Sad
"(Musica: Marcelli/Destefano Testo: Destefano)

Arriverà nell'istante in cui non guardi
Sconvolgerà l'equilibrio dei tuoi giorni e sarà…
Come aprire gli occhi per la prima volta

Ma il treno parte
Ed io con lui

RIT.
L'INVERNO CHE ARRIVERA
NELLE MIE VENE GHIACCERA
CONVINCIMI E SCIOGLI LE PAURE DAI MIEI OCCHI

Sorprenderà col suo freddo quotidiano e sarà
Ti bacerà e non avrai difese da mostrare
Ma il treno parte I wanna take it everyday
Ed io con lui I wanna take me over
Un uomo parte I wanna take it everyday
Ed io con lui I wanna take this!

RIT.
L'INVERNO CHE ARRIVERA
NELLE MIE VENE GHIACCERA
CONVINCIMI E SCIOGLI LE PAURE DAI MIEI OCCHI
L'INVERNO CHE ARRIVERA
NELLE MIE VENE GHIACCERA
CONQUISTAMI E SCIOGLI LE PAURE DAI MIEI OCCHI",Sad
"(Musica:Filonzi/Marcelli/Di Bonaventura Testo: Destefano)

Le mie dita riprendono a scrivere
Mentre maggio si riempie di nuvole…e pioverà

Chiudo gli occhi e mi fermo così
Nell'estate che non c'è
A cercare parole perdute

RIT.
MA SE TU FOSSI QUI CON ME/UN ATTIMO, UN ATTIMO
SE TU FOSSI QUI CON ME/UN ATTIMO

Ma i ricordi si fanno più fragili, vuoti, solubili
I dettagli diventano piccoli, labili 
E poco importa

Se la mia è la tua verità
Se la vita scivola
Se le pagine vuote si riempiono e si cambiano

RIT.
MA SE TU FOSSI QUI CON ME/UN ATTIMO, UN ATTIMO
SE TU FOSSI QUI CON ME/UN ATTIMO, COSI'
COME VORREI CREDERE/ADESSO VOGLIO CREDERE
CHE NON SEI COSI' DISTANTE…DISTANTE DA ME",Happy
"Ringrazio il tempo che ci fa passare 

Al canto di un'alba dal fondo del mare 

Sono qui per stancarmi 

Spendermi consumarmi 

Per fermarmi puoi 

Cancellarmi così 

Ad occhi chiusi",Happy
"Esserci non è facile 

Esserci può essere sublime 

Rispolvererò la mia voglia di vivere 

Rinoleggerò un passaporto oltre confine 

Perché noi di qui ce ne andremo insieme

Comunque sia è così

Ti porterò in un posto che non è la fine 

Non chiederò quanto resta da camminare 

Perché noi di qui ce ne andremo insieme 

Ricordati che noi di qui ce ne andremo insieme

Comunque sia è così",Sad
"Hai un paradiso in viso ma quello che hai dentro 

È più di un buon motivo per l'inferno 

Sottoscrivi il tuo destino e stai contento 

Foglia in un bosco sconvolto dal vento

Isolami 

Manda nebbia manda foschia 

Un lungo inverno lascia che sia 

Isolami

Renderò il mio stupido muscolo cardiaco 

All'inventore del deserto 

Renderò il mio stupido muscolo cardiaco 

Perché non sa tenere il tempo",Happy
"In profondissima calma 

Il mastodonte fantasma nuota 

Nel buio nel basso nel buio

Presagio di un'acqua piatta 

Fissando il punto dove l'occhio non osa 

Dal nero del basso del fondo 

Il megacasma affiora

Disinabissati

È grande sapere che esisti 

Da qualche parte negli abissi degli abissi 

Dove niente saprebbe seguirti

Nel sottofondo del mondo 

Assurdo incombi da sotto 

In una dimensione all'opposto 

Megacasma l'abisso è il tuo cosmo

Disinabissati",Happy
"Il rosario delle cose note si dipana come sempre ai tuoi sensi 
Nel flusso di immagini incerte che acceleri quando vai di un andare mentale 
Non sono solo case e strade strade e case ma giorni 
Che in fondo non ricordi acqua piovana sulle pietre fluviali degli occhi 
E voci come aria suonata dai vivi sconnettono il senso dei discorsi 
E senti di avvicinarti a 

Negarville 

Chiami vita una fame di amore e di cose che ti muove e ti ha mosso da insetto 
In lungo e in largo sulla palla di materia nel buio dello spazio 
Spinto verso un punto di non ritorno catastrofe parcheggio camera d'albergo 
Il più anonimo angolo del mondo diventano l'unico punto certo 
E quello puoi chiamarlo 

Negarville

Incroci autobus di linea tra nuvole di nafta nel chiaro della sera 
Sul tuo rottame di lamiera stai stipando ancora roba 
Stoccando scorie di un uranio che non potrai disfare 
Che ti fa brillare florido e ti disgrega zitto 
Fondamenta e soffitto non resisteranno ancora
Mentre all'alba all'orizzonte il mercantile non svapora 
Riporta il carico di pece alla dogana del tuo stare 
E il carico di corda al tribunale del tuo fare 
Ma adesso basta cazzate devo essere a 

Negarville

Ci fotte la geometria come uno scacco 
Un pesce gatto in una pozza una pulce sotto un tappo 
E la chiave che apre tutto è persa da qualche parte tra 
I tuoi piedi le costole e il cranio 
O sotterrata in un punto dove avevi messo un segno 
Che adesso non ricordi ma speri di 
Rivederlo a 

Negarville

Di posto in porto di mercato in serraglio 
Baratti il tuo bagaglio con l'ultima puttana 
Trascinando troppo peso la cianfrusaglia del tuo astio il siero 
Adesso sbatti tutto via 
Perché comunque arrivi è meglio essere leggero 
Dove c'è deserto aperto 
Dove l'anima è cactus 
Fino al punto netto 
Dove c'è scritto 

Negarville

Non c'è guida e sulla mappa ogni tappa è posta a caso 
Le stazioni che hai toccato fanno una figura chiusa 
Unisci i punti riempi 
Contempli la passione 
E se ti domandi il senso che le vorresti dare 
Ha troppe trame 
Che non sai più pensare 
E quando sei a 

Negarville

È un giorno normale.",Sad
"Solitudine solida 

Ronza e rimbomba 

L'annuso a distanza 

È un'ipnosi un'inquietudine un misto 

Barricato tra le costole un muscolo un'incudine 

Pesa quintali e non è 

Troppo poco per troppo poco 

È troppo freddo per troppo fuoco 

La più ebete cimice 

Mi intrattiene in una specie di danza 

Sul soffitto lei fa stak e rimbalza 

Immobilismo una campana una pioggia un ominide 

Che pensa magari non è 

Troppo poco per troppo poco 

È troppo freddo per troppo fuoco 

Vorrei accorgermi e starmene 

Al di sotto della soglia del ricordo 

Un imbuto una matassa un ingorgo 

Testa coda sul biliardo di fango confondo 

Punti cardinali 

...",Happy
"Non fa male 
Sono parti non mie non è grave si sopravvive 
Occhi non miei 
Voci non mie 
Gesti non miei 
Mani non mie 
Giorni non miei 
Notti non mie 
Atti non miei 

Vittime mie",Happy
"La valle è scomparsa sotto un lago d'orzata compatta da qui ad Alessandria la grigia 
In un liquefarsi di giorni notturni umori e condense ammuffiscono i vetri 

Esci di casa e guida nel nulla sei nella scena che chiamano vita
Opaca e scandita dagli occhi dei camion che la frugano esausti 
Investendo si spera qualcuno qualcosa 

Noi che viviamo nel sonno profondo con una pallida specie d'orgoglio 
In un liquefarsi di notti diurne 
Come chiunque da sempre dovunque",Happy
"Dove sono i miei sogni d'oro 
E tutto quello che di luminoso avevano promesso in coro 
Al mio ordinario catramoso 
Avevo sogni d'oro 
Adesso sprecati tempo 
Scorri sangue senza senso 
Seppellendo tutto dentro 
Quando avevo i miei sogni d'oro 
In fondo al vicolo anche al più schifoso 
E sull'asfalto paludoso 
Seguivo un battito luminoso 
Avevo sogni d'oro",Sad
Treni caldi e stanchi sussultano in corsa agli aghi degli scambi in balia di nessun mare pigri tra clivi in un percorso locale in un torpore sonnesco tutto sa di tempo perso tutto sa di fa lo stesso la faccia di un fesso lo scompartimento un cesso tempo perso è anche adesso stai viaggiando lasciando soltanto un posto per un altro … mi dicono biglietto con aria di sospetto non mi stupisco è la mentalità del cazzo che incontro ogni giorno anzi ho voglia di sdraiarmi e di dimenticarmi di tutti quei bastardi col dito sempre sul grilletto perché tanto fa lo stesso tempo perso è anche adesso (entro obliquo ... pensando a occhi di larsen ... bucava le nuvole ... il suo nome era corto ... lungo era il suo sguardo ... la sua ombra era il suo manto),Happy
"L'organismo immateriale che regge i rapporti quando io mi allontano mi ha mosso passi labbra gesti così l'automa ha sorriso e scherzato mentre stavo lavorando a un altro tavolo spalancato sul vuoto che mi hai dato freddo immobile un gesto un congedo ho visto l'uomo ombra con luce da dietro in una stanza di due metri per due ho parlato a salve e forse sorriso bidimensionale sono uscito inappagato eppure amaramente grato per il nulla che mi hai dato domani inciampo in un mercoledì anonimo nel bagaglio perplesso che ho ai piedi del letto tra acari lampi ricordi e negli occhi una rete indistricabile di capillari rotti 

Sei quello che ha vinto il nostro duello di enigmi? illuso di capirsi? 
Freddo immobile ungesto un congedo 
Davanti un uomo ombra con la luce da dietro 
In una stanza di due metri per due 
Estraneo 
Irrisolto",Sad
"Camminar
In mezzo in bosco
Nella vita
Ma seguir
Un sentiero già tracciato
E riuscir
Ogni tanto a prender fiato

Stiam fuori un giorno
E ritorniamo già
Perché il sentiero più sicuri ci fa
Tanta gente in fila
Lenta va
E ci addormenta la banalità

Ora sì
Ci basta un atto di coraggio
Per uscir dal sentiero
Ma per sempre
E trovar
La radice misteriosa

Dove l'erba calpestata non sarà
E la storia allora ricomincerà
Dove l'erba calpestata non sarà
E la storia allora ricomincerà",Sad
"Qui 
Ti stendi
E poi 
Un'idea 
Di cielo 
E noi
La marea
Un sasso che
Va giù
Giù
Giù

Con
La mente mia
Siamo già
Verde follia
E non c'è
Più fondo ma
Solo noi
Noi
Noi",Sad
